Iteration,Best_individual,Fitness
541,"0,4,0,3,2,2,4,3,3,6,3,0,4,5,3,2,2,6,3,6,1,5,3,0,1,2,5,4,0,0,5,0,2,2,3,2,3,0,4,4,3,5,5,1,1,6,0,3,2,0,0,6,3,0,5,4,1,0,4,2,4,0,5,2,0,1,2,4,1,6,2,4,3,3,5,3,6,1,2,5,5,3,3,0,0,1,5,2,1,6,3,1,6,3,3,2,2,1,1,1,3,1,1,3,2,3,1,5,0,2,2,6,1,2,2,1,2,6,0,2,3,6,2,3,1,2,2,3,2,3,3,2,6,3,2,0,0,0,3,2,1,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,4,3,4,6,5,0,1,5,5,5,1,4,5,5,5,2,5,5,0,0,0,4,5,5,1,5,2,0,5,5,6,5,5,4,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,2,1,1,0,5,0,3,0,0,5,0,6,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,3,5,1",452.2
542,"0,4,0,5,4,2,2,0,2,5,4,4,5,2,3,2,2,3,3,4,3,1,6,0,4,2,0,4,0,5,5,0,6,5,3,2,0,0,4,4,3,3,4,4,1,1,1,1,2,6,0,0,3,6,6,3,3,6,2,1,1,4,5,2,0,1,2,5,5,1,4,3,3,3,5,4,0,2,0,4,0,3,5,2,2,1,0,6,1,6,3,1,6,3,3,2,2,1,0,1,3,1,1,3,2,1,1,0,0,2,2,0,1,2,2,1,2,6,0,6,3,6,2,6,1,2,0,3,3,3,3,2,6,3,2,0,0,0,3,2,1,5,6,3,0,0,2,3,6,2,3,0,2,3,3,3,3,0,2,6,0,6,4,3,4,6,5,0,1,5,5,5,1,4,5,5,5,2,5,5,0,0,0,4,5,5,1,5,2,0,5,5,4,5,5,4,5,2,5,5,5,5,5,5,1,1,5,5,1,5,1,5,5,2,1,2,0,5,0,3,0,0,5,0,6,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,3,5,1",456.55
543,"3,4,1,3,1,4,0,0,3,2,0,4,5,0,3,2,5,5,3,5,4,6,1,5,1,2,0,4,6,5,5,0,1,6,3,5,3,0,4,4,3,5,4,1,6,1,2,3,2,0,0,0,3,6,5,4,1,3,6,6,4,5,2,5,3,2,4,4,5,1,4,3,1,3,0,2,6,1,2,4,5,3,1,0,0,1,5,2,1,6,3,1,0,3,3,2,2,1,1,1,3,5,1,3,2,1,1,0,0,2,2,0,1,2,2,1,2,6,0,2,3,6,2,3,1,1,0,3,3,3,3,2,3,3,2,0,0,0,3,2,1,5,6,1,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,3,0,6,1,2,2,1,5,2,0,5,2,3,3,6,5,5,5,6,5,1,2,1,1,4,5,5,4,5,2,0,5,5,0,5,2,1,5,2,5,5,5,5,5,5,5,1,1,3,5,5,6,5,5,3,5,6,3,5,3,4,0,6,3,0,6,5,5,5,5,5,5,5,5,1,6,5,5,5,5,5,3,5,1",449.35
544,"3,4,1,3,1,4,0,6,0,5,4,4,6,3,3,2,2,6,2,1,4,5,3,2,1,2,0,4,6,0,5,0,6,5,3,2,0,3,4,4,3,3,4,6,4,1,0,1,2,5,0,0,3,6,6,2,2,6,2,6,4,5,2,5,3,2,4,4,5,1,4,3,4,3,0,3,6,2,0,2,5,3,3,1,0,1,5,2,1,6,3,1,2,3,3,2,2,1,1,1,3,1,1,3,2,1,1,5,0,2,2,4,1,2,1,1,2,6,0,2,3,6,2,3,1,2,6,3,2,3,3,2,6,3,2,0,0,0,3,2,1,5,6,4,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,3,0,6,1,2,2,0,5,2,0,5,2,3,3,6,5,5,5,5,5,1,2,1,1,4,5,5,4,5,2,0,5,5,0,5,2,1,5,2,5,5,5,5,5,5,5,1,5,3,5,5,6,5,5,3,5,1,3,5,3,4,0,6,3,0,6,5,5,5,5,5,5,5,5,1,6,5,5,5,5,5,3,5,1",454.55
545,"4,4,0,1,4,4,6,6,5,5,4,4,5,4,3,2,3,5,3,5,4,6,5,5,1,2,0,4,6,5,5,0,1,6,3,5,3,0,4,4,3,5,4,1,6,1,0,3,2,1,0,0,3,6,5,4,3,0,1,6,4,0,5,5,3,5,4,5,6,1,4,3,3,3,5,4,0,2,5,4,5,3,1,0,0,1,5,2,1,6,3,1,0,3,3,2,2,1,1,1,3,1,2,3,2,1,1,0,0,2,2,4,1,2,1,1,2,6,0,2,3,6,2,3,1,2,6,3,2,3,3,2,6,3,2,0,0,0,3,2,1,5,6,3,3,0,2,3,0,2,3,0,2,3,3,0,3,0,2,6,0,6,4,3,2,4,5,0,1,5,5,5,1,4,5,5,5,2,5,1,0,5,0,3,5,5,2,5,0,1,5,2,6,5,2,1,5,2,5,5,5,5,5,5,5,1,5,0,5,5,6,0,5,3,5,1,6,5,4,6,0,2,2,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",455.8
546,"4,4,3,3,2,4,3,0,1,5,4,4,6,3,0,1,0,6,3,4,4,0,3,2,1,0,0,4,0,4,3,0,0,0,3,2,0,0,4,4,3,3,4,4,1,1,1,6,2,5,0,0,3,6,6,3,3,6,2,1,1,1,5,2,0,1,2,4,1,5,4,3,4,3,0,5,6,1,2,3,5,3,3,0,0,1,5,2,1,6,3,1,6,3,3,2,2,1,1,1,3,1,1,3,2,1,1,5,6,2,2,6,1,2,2,1,2,6,0,2,3,6,2,3,1,2,0,3,3,3,3,2,6,3,2,0,0,0,3,6,4,5,6,0,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,2,5,5,5,2,5,1,0,3,0,4,5,5,1,5,2,0,5,5,6,5,2,4,5,2,5,5,5,5,5,5,5,1,1,5,5,5,6,5,5,2,1,1,0,5,0,3,0,0,4,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",451.0
547,"0,4,0,5,4,2,6,0,2,5,4,4,5,2,3,2,2,3,3,4,3,1,6,0,4,2,5,6,4,5,5,0,6,5,3,2,0,3,4,4,3,3,4,4,4,5,2,1,2,5,3,0,3,6,6,4,1,3,4,6,4,0,5,5,1,5,4,4,3,1,4,3,1,3,0,4,6,3,0,0,5,3,3,0,0,1,5,2,1,6,3,1,6,3,3,2,2,1,1,1,3,1,1,3,2,1,1,1,0,2,2,4,1,2,1,1,2,6,0,2,3,6,2,3,1,2,6,3,3,3,3,2,3,3,2,0,0,0,3,2,1,5,6,4,3,0,2,3,0,2,2,0,2,3,3,3,3,0,2,3,0,6,1,2,2,0,5,2,0,5,2,3,3,6,5,5,5,6,5,1,2,1,1,4,5,4,2,5,6,1,5,5,2,5,2,3,5,2,5,5,5,5,5,5,5,1,5,3,5,5,6,5,5,3,5,1,3,5,3,4,0,0,1,0,6,5,5,5,5,5,5,5,5,1,6,2,5,5,5,5,3,5,1",454.1
548,"4,4,0,1,2,4,0,0,6,5,1,2,3,1,2,2,4,6,3,5,0,6,6,0,1,2,6,4,0,5,5,4,6,5,4,6,0,0,5,4,3,4,4,4,0,1,5,3,2,4,0,0,3,6,5,1,1,3,4,6,6,5,0,5,3,2,4,4,6,1,4,3,1,3,4,4,6,3,0,3,5,3,3,0,4,1,0,6,1,6,3,1,6,3,3,2,2,1,0,1,6,1,1,3,2,1,1,5,0,2,2,6,1,2,0,1,2,6,0,2,1,6,2,3,1,2,6,3,2,3,3,2,6,3,2,0,0,0,3,2,1,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,6,6,0,6,1,4,4,6,5,0,6,5,6,4,3,4,5,5,5,2,5,1,0,1,0,4,5,5,1,5,2,0,5,5,1,5,2,4,5,2,5,5,5,5,5,5,1,1,1,5,5,5,6,5,5,2,1,1,0,5,0,3,0,0,5,0,6,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,3,5,1",451.7
549,"4,4,3,3,2,4,3,0,1,5,4,4,6,3,0,1,0,6,3,4,4,0,3,2,1,0,0,4,0,4,3,0,6,0,3,2,0,0,4,4,3,3,4,4,1,1,1,6,2,5,0,0,3,6,0,1,1,3,4,6,4,5,0,5,3,2,4,4,6,1,4,2,1,3,0,4,6,3,0,3,5,3,3,0,6,1,5,5,1,6,3,1,6,3,3,2,2,1,1,1,3,5,1,3,2,1,1,0,0,2,2,0,1,2,2,1,2,6,0,2,3,6,2,3,1,1,0,3,3,3,3,2,3,3,2,0,0,0,3,2,1,5,6,2,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,4,3,5,5,2,5,1,0,1,3,4,5,5,1,5,2,0,5,2,6,5,2,4,5,2,5,5,5,5,5,5,5,1,1,5,5,5,6,5,5,2,1,1,0,5,0,3,0,0,5,0,6,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,3,5,1",448.1
550,"3,4,1,3,1,4,0,0,1,5,4,4,6,3,3,2,3,6,2,4,4,5,3,2,1,2,0,4,6,0,5,0,4,1,6,3,3,0,4,3,6,5,6,5,6,1,3,3,2,0,0,0,3,6,5,4,1,3,4,6,4,5,4,2,0,5,2,4,1,6,2,4,3,3,4,3,6,2,2,5,5,3,3,0,0,1,3,2,1,6,3,1,6,3,3,2,2,1,1,1,3,4,1,3,2,6,1,0,0,2,2,0,1,2,2,1,2,6,0,2,3,6,2,3,1,1,0,3,3,3,3,2,6,3,2,0,0,1,3,2,1,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,4,5,5,5,6,5,1,2,1,1,4,5,5,4,5,2,0,5,5,0,5,2,4,5,2,5,5,5,5,5,5,1,1,1,0,5,5,6,5,5,3,5,1,6,5,4,6,0,2,2,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",450.15
551,"4,4,0,3,6,4,0,4,6,5,1,4,3,1,4,2,4,6,6,5,0,1,6,0,4,2,5,6,0,5,5,0,6,5,3,2,2,3,4,4,3,3,4,4,4,5,2,1,2,5,3,0,3,6,6,4,1,3,4,6,6,5,5,5,3,5,4,4,0,3,1,3,1,3,0,1,1,1,0,3,5,3,3,0,6,1,5,5,1,4,3,1,6,3,3,2,2,1,0,1,3,1,1,3,2,1,1,5,0,2,2,0,1,2,0,1,2,6,0,2,3,6,2,3,1,2,0,3,2,3,3,2,6,3,2,0,0,0,3,2,1,5,6,0,3,0,2,3,0,2,3,0,2,3,3,3,2,0,2,6,0,6,5,3,4,4,5,0,5,5,2,4,3,3,5,5,5,2,5,1,0,1,6,4,5,5,1,5,2,0,5,5,6,5,2,4,5,2,5,5,5,5,5,5,1,1,1,5,5,5,6,5,5,3,5,1,3,5,4,4,5,4,1,0,6,5,5,5,5,5,5,5,1,1,3,5,5,2,5,5,1,5,1",456.35
552,"3,4,1,3,1,4,0,0,1,5,4,4,6,3,3,2,2,6,2,4,4,5,3,2,6,2,0,4,6,0,5,0,4,1,6,3,6,0,4,3,6,5,6,5,6,1,3,3,2,0,0,0,3,6,5,4,1,3,2,1,1,4,5,2,0,6,2,6,1,4,1,3,1,3,2,3,1,0,2,3,0,3,3,2,2,1,0,6,1,6,3,6,6,3,3,2,1,1,1,1,3,1,3,3,2,2,1,5,0,2,2,4,1,2,3,1,2,6,0,2,3,6,2,3,1,2,6,3,2,3,3,2,6,3,2,0,0,0,3,2,1,5,6,4,3,0,0,3,0,2,3,0,2,3,3,3,3,0,2,3,0,6,1,2,2,1,5,5,6,5,6,2,3,2,5,5,5,2,5,1,5,5,0,4,5,5,1,5,2,0,5,5,1,5,2,4,5,2,5,5,5,5,5,5,1,1,1,5,5,5,6,5,5,3,1,1,0,5,2,3,0,0,5,0,6,5,5,5,5,5,5,5,5,1,5,5,5,5,5,6,3,4,1",452.05
553,"0,4,0,5,4,2,6,0,2,5,4,4,5,2,3,2,2,3,3,4,3,1,6,0,4,2,5,6,0,5,5,0,6,5,3,3,0,5,4,4,0,0,2,0,3,1,1,3,2,0,0,6,3,0,5,4,1,3,4,6,2,0,5,5,1,5,4,4,5,1,4,3,1,3,0,4,6,3,0,0,6,3,3,0,0,1,5,2,1,4,3,1,6,3,3,2,2,1,1,1,3,1,1,3,2,1,1,0,0,2,2,4,1,2,2,1,2,0,0,2,3,6,2,4,1,2,6,3,2,3,3,2,6,3,2,0,0,0,3,2,3,5,6,3,3,0,2,3,0,2,3,0,2,2,3,3,3,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,4,5,5,5,6,5,1,2,1,1,4,5,5,4,5,2,0,5,5,0,5,2,4,5,2,5,5,5,5,5,5,1,1,1,0,5,5,6,5,5,3,5,1,6,5,4,1,0,2,2,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",448.7
554,"4,4,0,1,2,4,3,0,3,6,0,4,3,1,4,2,4,5,3,5,4,6,1,5,1,2,0,4,6,4,5,1,4,6,3,2,0,3,4,4,3,3,4,4,4,5,2,1,2,5,3,0,3,6,0,4,1,3,4,6,1,4,5,2,0,6,1,6,1,6,2,4,3,3,4,3,6,2,2,3,5,3,3,0,0,1,5,5,1,6,3,1,0,3,3,2,2,1,1,1,3,5,1,3,2,6,1,0,0,2,2,0,1,2,2,1,2,6,0,2,3,6,2,3,1,1,0,3,3,3,3,2,6,3,2,0,0,1,3,2,1,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,4,2,5,0,3,5,5,5,1,3,5,5,5,1,5,1,0,5,0,6,5,5,2,1,3,1,5,5,2,5,2,1,5,2,5,5,5,5,5,5,5,1,5,3,5,5,6,5,5,1,5,1,6,5,4,6,0,0,6,0,6,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,3,5,1",456.6
555,"4,4,0,3,6,4,0,4,3,5,1,4,3,1,4,2,4,6,6,5,0,6,1,2,5,0,1,0,6,0,5,0,1,6,6,2,3,0,3,3,6,3,4,4,4,5,2,1,2,5,3,0,3,6,6,4,1,3,4,6,4,0,5,5,1,5,4,4,5,1,4,3,1,3,0,4,6,3,0,0,6,3,3,0,0,1,5,2,1,4,3,1,6,3,3,2,2,1,1,1,3,1,1,3,2,1,1,0,0,2,2,0,1,6,2,6,2,0,0,2,3,6,2,3,1,2,6,3,2,3,3,2,6,1,2,0,0,0,3,2,1,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,3,1,2,4,6,5,0,5,5,6,4,3,6,5,5,5,6,5,5,2,1,0,4,5,5,4,5,2,0,5,5,0,5,2,3,5,2,5,5,5,5,5,5,5,1,5,3,5,5,6,5,5,1,5,1,6,5,0,1,0,0,5,0,6,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,3,5,1",455.05
556,"4,2,3,3,2,4,3,0,1,5,4,2,6,3,1,2,2,6,2,1,4,5,1,5,1,2,6,4,6,4,5,4,4,6,3,2,0,3,4,4,3,3,4,4,4,5,2,1,2,5,3,0,3,6,2,4,1,3,4,6,6,5,0,5,3,2,4,4,6,1,4,3,1,3,6,2,6,3,4,3,5,3,3,0,6,1,5,5,1,6,3,1,0,3,3,2,2,1,0,1,3,1,1,3,2,2,1,0,0,2,2,0,1,2,2,1,2,6,0,2,3,6,2,3,1,1,0,3,3,3,3,2,3,3,2,0,0,0,3,2,1,5,6,1,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,4,5,5,5,6,5,1,2,1,1,4,5,5,4,5,2,0,5,5,5,5,2,1,5,2,5,5,2,5,5,5,5,1,5,3,5,5,6,5,5,1,5,1,4,5,4,6,0,0,4,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",451.15
557,"4,4,3,3,2,4,3,0,1,5,4,2,6,3,1,2,2,6,2,1,4,5,3,5,1,1,4,4,6,0,5,0,4,1,6,2,3,5,4,3,6,5,6,5,6,0,0,3,2,1,0,6,3,5,5,4,1,4,0,6,5,5,2,4,3,2,4,4,1,1,4,3,6,3,0,4,6,2,0,3,5,3,3,0,6,1,5,5,1,6,3,1,6,3,3,2,2,1,5,1,3,1,1,3,2,4,1,5,0,2,2,4,1,2,1,1,2,6,0,2,3,6,2,3,1,2,6,3,3,3,3,2,3,3,2,0,0,0,3,2,1,5,6,1,3,0,2,3,0,2,3,0,2,3,3,3,6,0,2,6,3,6,1,4,4,6,5,0,6,5,6,4,3,4,5,5,5,2,5,1,0,1,0,4,5,5,1,1,2,0,5,5,2,5,2,1,5,2,5,5,5,5,5,5,5,1,6,5,5,5,6,5,5,2,1,1,0,5,0,3,0,0,4,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",450.1
558,"3,4,1,3,1,4,0,0,3,5,4,4,5,2,4,2,4,1,6,5,0,6,1,2,5,0,1,0,6,0,5,1,1,6,6,2,3,0,4,3,0,5,6,5,6,6,6,3,2,0,0,0,3,6,5,3,3,3,6,6,5,5,2,4,3,2,3,4,1,1,4,3,6,3,0,4,6,2,0,3,6,3,5,0,0,1,2,5,1,4,3,1,6,3,3,2,2,1,1,1,3,3,1,3,2,1,1,0,0,2,2,4,1,2,2,0,2,0,0,2,3,6,2,3,1,2,6,3,2,3,3,2,6,3,2,0,0,2,3,2,3,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,3,1,2,4,6,5,0,5,5,6,4,3,6,5,5,5,6,5,5,2,1,0,4,5,5,4,5,2,0,5,5,0,5,2,1,5,2,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,1,5,1,6,5,4,6,0,0,6,0,6,5,5,5,5,5,5,5,5,1,6,5,5,5,5,5,3,5,1",453.4
559,"4,5,0,3,6,4,0,4,6,5,1,4,3,1,4,2,4,6,3,5,5,5,1,2,5,0,1,0,6,0,5,0,1,6,6,2,3,0,4,6,6,5,6,5,6,0,0,3,2,6,0,0,3,3,5,4,1,3,0,6,4,5,0,5,3,2,2,5,1,4,1,5,1,5,0,1,5,1,0,3,5,3,6,0,0,1,5,2,1,6,3,1,6,3,3,2,2,1,4,1,3,1,1,3,2,1,1,0,0,2,2,4,6,2,2,1,2,0,0,2,3,6,2,3,1,2,6,3,2,3,3,2,6,3,2,0,0,0,3,2,1,5,6,1,3,0,2,3,0,2,3,0,2,3,3,3,6,0,2,6,3,6,1,4,4,6,5,0,6,5,6,4,3,4,5,5,5,2,5,1,0,3,0,4,5,5,1,1,2,0,5,5,2,5,2,1,5,2,5,5,5,5,5,5,5,1,6,3,5,5,6,5,5,5,5,1,6,5,4,3,0,0,5,0,6,5,5,5,5,0,5,5,5,1,5,5,5,5,5,5,3,5,1",453.8
560,"4,4,3,3,2,1,3,0,1,5,4,3,6,3,0,1,0,6,3,4,4,0,3,2,1,0,0,4,0,4,3,0,6,0,3,2,0,0,4,4,3,3,4,4,1,1,1,6,2,5,0,0,3,6,0,1,5,3,4,6,4,5,0,5,3,2,4,4,6,1,4,3,1,3,0,4,6,3,0,3,5,3,3,4,0,1,5,2,1,4,3,1,6,3,3,2,2,1,1,1,3,1,1,3,2,1,1,0,0,2,2,0,1,2,1,1,2,6,0,2,3,6,2,3,1,2,6,3,3,3,3,2,6,3,2,0,0,0,3,2,1,5,6,3,3,0,2,3,0,2,3,0,2,0,3,3,3,0,2,6,0,6,4,3,4,2,5,1,1,5,2,4,6,2,5,5,5,2,5,1,0,5,1,4,5,5,4,5,2,0,5,5,6,5,2,4,5,2,5,5,5,5,5,5,5,1,1,5,5,6,6,5,5,1,5,1,6,5,4,6,0,0,6,0,6,5,5,5,5,5,5,5,5,1,6,5,5,5,5,5,3,5,1",450.45
561,"4,4,1,2,1,4,0,0,3,5,4,4,6,3,0,1,2,6,2,1,4,5,3,5,1,2,4,4,0,5,5,2,6,5,5,2,0,5,4,2,3,0,4,4,1,1,3,1,2,5,0,0,3,6,6,2,2,6,2,6,5,5,2,4,3,2,4,4,5,1,4,3,2,3,0,4,6,3,0,3,5,3,3,0,0,1,5,5,1,6,3,1,6,3,3,2,4,1,1,1,3,1,1,3,2,1,1,5,0,2,2,4,1,1,1,1,2,6,0,2,3,6,2,3,1,2,6,3,2,1,3,2,6,3,2,0,0,3,3,2,1,5,6,1,3,0,2,3,0,2,3,0,2,3,0,3,3,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,4,5,5,5,6,5,1,0,3,1,4,5,5,1,2,2,0,5,5,6,5,2,4,5,5,5,5,5,5,5,5,1,1,5,5,5,5,6,5,5,1,1,1,0,5,0,3,0,0,0,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,1,5,1",456.45
562,"4,4,3,3,2,4,5,0,1,5,4,2,6,1,4,5,0,5,3,5,4,6,1,5,1,2,6,4,6,4,5,4,4,6,3,2,3,0,4,6,6,5,6,5,6,0,1,6,2,5,0,0,3,6,5,4,4,3,6,6,5,5,2,4,3,5,4,4,1,4,1,3,1,3,0,1,1,1,2,3,1,3,6,0,6,1,5,1,1,6,3,1,1,3,3,2,2,1,0,1,3,1,1,3,2,2,1,0,0,2,2,0,1,2,2,1,2,6,0,2,3,6,2,3,1,1,0,3,3,3,3,2,3,3,2,0,0,0,3,2,1,1,6,1,3,0,2,3,0,2,3,0,2,3,3,3,6,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,4,5,5,5,6,5,1,2,1,1,4,5,5,4,5,2,3,5,5,5,5,2,1,5,2,5,5,5,5,5,5,5,1,5,3,5,5,6,5,5,2,1,1,6,5,5,4,0,0,5,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",456.6
563,"4,2,0,6,6,4,0,4,6,5,1,4,3,1,4,4,4,3,3,5,5,5,1,2,5,0,1,0,5,0,5,0,1,6,6,2,3,0,4,6,6,5,6,5,6,0,1,6,2,5,0,0,3,6,5,4,4,3,6,6,5,5,2,4,3,5,4,4,1,4,1,3,1,3,0,1,1,1,2,3,1,3,6,0,6,1,5,1,6,6,3,1,1,3,3,2,2,1,0,1,2,1,1,3,2,2,1,0,0,2,2,0,1,2,2,1,2,6,0,2,3,6,2,3,1,1,0,3,3,3,3,2,3,4,2,0,0,0,3,2,1,5,6,1,3,0,2,3,0,2,3,0,2,0,3,3,3,0,2,3,0,6,6,4,4,6,5,0,6,5,6,6,3,4,5,5,5,6,5,1,2,2,0,4,5,5,1,5,2,0,5,5,5,5,2,1,5,2,5,5,5,5,5,5,1,1,1,5,5,5,6,5,5,2,1,1,6,5,5,3,0,0,5,0,2,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",449.35
564,"0,4,0,2,5,2,6,0,6,5,0,4,4,2,3,2,2,3,3,4,3,1,6,0,2,2,5,6,0,5,5,0,0,5,3,2,0,5,4,4,3,3,4,4,1,1,3,1,2,5,0,0,3,6,6,2,2,6,2,0,5,5,2,4,3,2,4,4,1,1,4,3,6,3,0,4,6,2,0,3,1,3,6,0,6,1,5,1,1,6,3,1,6,3,3,2,2,1,2,1,3,1,1,3,2,1,1,5,0,2,2,4,1,2,1,1,2,3,0,2,3,6,2,6,1,2,6,3,2,3,3,2,6,3,2,0,0,0,3,2,1,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,1,6,5,5,6,5,6,4,3,5,5,5,5,2,5,1,0,3,0,4,5,5,4,5,2,0,5,5,5,5,2,1,5,2,5,5,5,5,5,5,5,1,5,3,5,5,6,5,5,5,5,1,3,5,4,2,0,2,2,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",456.05
565,"0,4,0,5,4,2,6,0,2,5,4,4,6,2,3,2,2,3,3,4,3,1,6,0,4,2,5,6,0,1,5,4,0,5,3,2,0,5,4,4,3,3,4,4,1,1,3,3,2,1,0,0,3,6,5,4,1,0,4,5,4,1,5,5,3,5,4,4,6,1,4,1,3,3,5,4,0,2,5,3,0,3,2,2,2,1,5,5,1,6,3,4,6,3,3,2,2,1,1,1,3,1,1,3,2,4,1,5,0,2,2,4,1,2,1,1,2,3,0,2,3,6,2,3,1,2,6,3,2,1,3,2,6,3,2,0,0,0,3,2,0,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,2,6,5,0,6,5,6,4,3,6,5,5,5,6,5,1,2,1,0,4,5,5,1,1,3,1,5,5,2,5,2,1,5,2,5,5,5,5,5,5,5,1,1,5,5,5,1,5,5,1,5,1,6,5,3,3,0,0,4,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",450.05
566,"4,4,0,3,1,4,1,4,6,5,4,1,5,3,1,2,2,6,2,1,4,5,3,6,1,1,4,4,6,0,5,0,4,1,6,2,3,5,2,3,0,5,6,5,6,0,0,3,6,1,0,6,3,5,5,4,6,4,0,6,5,5,5,4,4,2,2,4,1,1,4,3,6,3,0,4,6,2,2,3,5,3,3,0,6,1,5,5,1,6,3,1,3,3,3,2,2,1,5,1,3,1,1,3,2,1,1,5,0,2,2,6,1,2,6,1,2,6,0,2,3,6,2,3,1,2,6,3,2,1,3,2,6,3,2,0,0,0,3,2,0,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,6,5,5,5,6,5,1,2,1,0,4,5,5,1,1,3,1,5,5,2,5,2,1,5,2,5,5,5,5,5,5,5,1,1,5,5,6,6,5,5,1,1,1,0,5,0,3,0,0,0,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,1,5,1",450.9
567,"4,4,0,3,1,4,1,4,6,5,4,1,6,3,1,2,4,6,2,1,4,5,1,6,1,1,4,4,6,0,5,0,4,1,6,2,3,5,2,3,0,5,6,5,6,0,0,3,6,1,0,6,3,5,5,4,6,4,6,6,5,5,5,4,4,2,4,4,0,1,4,3,6,3,0,4,6,2,2,3,5,3,3,0,6,1,5,5,1,6,3,1,3,3,3,2,2,1,3,1,3,1,1,3,2,1,1,0,0,2,2,0,1,2,2,1,2,0,0,2,3,6,2,3,1,2,6,3,2,3,3,2,6,3,2,0,0,0,3,2,1,6,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,4,3,4,2,5,1,1,5,6,1,3,2,5,5,5,2,5,1,0,3,0,6,5,5,2,1,3,1,5,5,2,5,2,1,5,2,5,5,5,5,5,5,2,1,5,3,5,5,6,5,5,1,5,1,6,5,4,3,0,0,4,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,0,1",458.3
568,"4,4,3,3,2,4,0,0,3,6,0,4,5,0,3,2,5,0,3,5,0,6,5,5,0,2,1,4,6,5,5,0,1,6,3,2,0,5,4,6,4,0,2,2,3,1,1,1,2,5,0,2,3,0,5,4,5,3,4,6,6,5,5,5,1,2,4,4,1,1,4,3,6,3,0,4,6,2,0,3,3,3,3,0,6,1,5,5,1,6,3,1,6,3,3,2,2,1,2,1,3,1,1,3,2,1,1,0,0,2,2,0,1,2,1,1,2,3,0,2,3,6,2,3,1,2,6,3,2,1,3,2,6,3,2,0,0,0,3,2,3,5,6,3,3,0,2,3,0,2,3,0,2,3,3,3,3,0,2,6,0,6,1,4,4,6,5,0,6,5,6,4,3,6,5,5,5,6,5,1,2,1,0,4,5,5,2,1,3,1,5,5,2,5,2,4,5,2,5,5,5,5,5,5,5,1,5,3,5,5,6,5,5,1,1,1,5,5,3,3,0,0,4,0,6,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,1",455.85
